plate,prefix,number,suffix,province,region,vehicle_type
B5958ZQE,B,5958,ZQE,Jadetabek,Depok,Motorcycle
B4605TZZ,B,4605,TZZ,Jadetabek,Jakarta Timur,Motorcycle
B8500TG,B,8500,TG,Jadetabek,Jakarta Timur,Truck/Commercial
AB3623QZ,AB,3623,QZ,Yogyakarta,Yogyakarta,Motorcycle
L1966DM,L,1966,DM,Surabaya,Surabaya,Private Car
DA1802JI,DA,1802,JI,Kalsel,Kalsel,Private Car
B1325KK,B,1325,KK,Jadetabek,Bekasi Kota,Private Car
B5553WH,B,5553,WH,Jadetabek,Tangsel,Motorcycle
T103UTX,T,103,UTX,Karawang/Purwakarta,Karawang/Purwakarta,Private Car
AG9793FO,AG,9793,FO,Kediri,Kediri,Truck/Commercial
G7124MN,G,7124,MN,Pekalongan,Pekalongan,Bus
DA8646WVI,DA,8646,WVI,Kalsel,Kalsel,Truck/Commercial
AE8719QON,AE,8719,QON,Madiun,Madiun,Truck/Commercial
A96VX,A,96,VX,Banten,Banten,Private Car
D1498OE,D,1498,OE,Bandung Raya,Bandung Raya,Private Car
T7747EB,T,7747,EB,Karawang/Purwakarta,Karawang/Purwakarta,Bus
G1737PEM,G,1737,PEM,Pekalongan,Pekalongan,Private Car
K7487KQ,K,7487,KQ,Pati,Pati,Bus
DA913EMC,DA,913,EMC,Kalsel,Kalsel,Private Car
B6471TT,B,6471,TT,Jadetabek,Jakarta Timur,Motorcycle
B985SGO,B,985,SGO,Jadetabek,Jakarta Selatan,Private Car
E3649GT,E,3649,GT,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
AE8959QK,AE,8959,QK,Madiun,Madiun,Truck/Commercial
KB7342GO,KB,7342,GO,Kalbar,Kalbar,Bus
S9486GGX,S,9486,GGX,Bojonegoro,Bojonegoro,Truck/Commercial
R9324DAI,R,9324,DAI,Banyumas,Banyumas,Truck/Commercial
T8427HS,T,8427,HS,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
B1038PH,B,1038,PH,Jadetabek,Jakarta Pusat,Private Car
Z6494ZVY,Z,6494,ZVY,Tasikmalaya,Tasikmalaya,Motorcycle
B7032PY,B,7032,PY,Jadetabek,Jakarta Pusat,Bus
B1358PM,B,1358,PM,Jadetabek,Jakarta Pusat,Private Car
W8073GSI,W,8073,GSI,Sidoarjo,Sidoarjo,Truck/Commercial
DD8987IG,DD,8987,IG,Sulsel,Sulsel,Truck/Commercial
AA1880OOH,AA,1880,OOH,Kedu,Kedu,Private Car
T7498LXH,T,7498,LXH,Karawang/Purwakarta,Karawang/Purwakarta,Bus
S4827BRR,S,4827,BRR,Bojonegoro,Bojonegoro,Motorcycle
W1687IS,W,1687,IS,Sidoarjo,Sidoarjo,Private Car
T7675MD,T,7675,MD,Karawang/Purwakarta,Karawang/Purwakarta,Bus
AA7673MSW,AA,7673,MSW,Kedu,Kedu,Bus
DA4118MO,DA,4118,MO,Kalsel,Kalsel,Motorcycle
AG7202QLI,AG,7202,QLI,Kediri,Kediri,Bus
B4137WZ,B,4137,WZ,Jadetabek,Tangsel,Motorcycle
P1872NH,P,1872,NH,Besuki,Besuki,Private Car
G280PX,G,280,PX,Pekalongan,Pekalongan,Private Car
AG3380QB,AG,3380,QB,Kediri,Kediri,Motorcycle
R2573HZ,R,2573,HZ,Banyumas,Banyumas,Motorcycle
B9877UEC,B,9877,UEC,Jadetabek,Jakarta Utara,Truck/Commercial
Z512ZW,Z,512,ZW,Tasikmalaya,Tasikmalaya,Private Car
AA5430WDT,AA,5430,WDT,Kedu,Kedu,Motorcycle
K7175LV,K,7175,LV,Pati,Pati,Bus
AE1246AL,AE,1246,AL,Madiun,Madiun,Private Car
AG813XD,AG,813,XD,Kediri,Kediri,Private Car
W7747DU,W,7747,DU,Sidoarjo,Sidoarjo,Bus
DA8141KQI,DA,8141,KQI,Kalsel,Kalsel,Truck/Commercial
B1701UF,B,1701,UF,Jadetabek,Jakarta Utara,Private Car
B7571KJF,B,7571,KJF,Jadetabek,Bekasi Kota,Bus
T138MF,T,138,MF,Karawang/Purwakarta,Karawang/Purwakarta,Private Car
B8409BIP,B,8409,BIP,Jadetabek,Jakarta Barat,Truck/Commercial
E2037ZNB,E,2037,ZNB,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
AD2651AL,AD,2651,AL,Surakarta,Surakarta,Motorcycle
KB1384JLU,KB,1384,JLU,Kalbar,Kalbar,Private Car
T2928UWO,T,2928,UWO,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
N7623MZI,N,7623,MZI,Malang,Malang,Bus
W8599DVZ,W,8599,DVZ,Sidoarjo,Sidoarjo,Truck/Commercial
B4619PEG,B,4619,PEG,Jadetabek,Jakarta Pusat,Motorcycle
B5493BB,B,5493,BB,Jadetabek,Jakarta Barat,Motorcycle
W839NU,W,839,NU,Sidoarjo,Sidoarjo,Private Car
T4353KZO,T,4353,KZO,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
B8696ZK,B,8696,ZK,Jadetabek,Depok,Truck/Commercial
E8586BO,E,8586,BO,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
L4420ONI,L,4420,ONI,Surabaya,Surabaya,Motorcycle
W3770KCN,W,3770,KCN,Sidoarjo,Sidoarjo,Motorcycle
G9760VE,G,9760,VE,Pekalongan,Pekalongan,Truck/Commercial
B188KE,B,188,KE,Jadetabek,Bekasi Kota,Private Car
K1385FG,K,1385,FG,Pati,Pati,Private Car
B7926US,B,7926,US,Jadetabek,Jakarta Utara,Bus
N2038HY,N,2038,HY,Malang,Malang,Motorcycle
W9161EV,W,9161,EV,Sidoarjo,Sidoarjo,Truck/Commercial
S599NA,S,599,NA,Bojonegoro,Bojonegoro,Private Car
B1374ZVE,B,1374,ZVE,Jadetabek,Depok,Private Car
B7142PZN,B,7142,PZN,Jadetabek,Jakarta Pusat,Bus
B5103KYW,B,5103,KYW,Jadetabek,Bekasi Kota,Motorcycle
Z7925FAH,Z,7925,FAH,Tasikmalaya,Tasikmalaya,Bus
DA668RR,DA,668,RR,Kalsel,Kalsel,Private Car
T5320XZ,T,5320,XZ,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
H18UDO,H,18,UDO,Semarang,Semarang,Private Car
B8343EN,B,8343,EN,Jadetabek,Depok,Truck/Commercial
F1599NQD,F,1599,NQD,Bogor/Sukabumi,Bogor/Sukabumi,Private Car
K804WP,K,804,WP,Pati,Pati,Private Car
Z9216USR,Z,9216,USR,Tasikmalaya,Tasikmalaya,Truck/Commercial
AD953HPV,AD,953,HPV,Surakarta,Surakarta,Private Car
E8046ZE,E,8046,ZE,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
N9437ZDM,N,9437,ZDM,Malang,Malang,Truck/Commercial
P9072WHK,P,9072,WHK,Besuki,Besuki,Truck/Commercial
Z7337SPK,Z,7337,SPK,Tasikmalaya,Tasikmalaya,Bus
W5850FGQ,W,5850,FGQ,Sidoarjo,Sidoarjo,Motorcycle
AD9509EW,AD,9509,EW,Surakarta,Surakarta,Truck/Commercial
B4801UA,B,4801,UA,Jadetabek,Jakarta Utara,Motorcycle
N7753VWR,N,7753,VWR,Malang,Malang,Bus
E1140DNA,E,1140,DNA,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
DK9367OZ,DK,9367,OZ,Bali,Bali,Truck/Commercial
E1297QM,E,1297,QM,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
B2871SJ,B,2871,SJ,Jadetabek,Jakarta Selatan,Motorcycle
B394EV,B,394,EV,Jadetabek,Depok,Private Car
B4272KP,B,4272,KP,Jadetabek,Bekasi Kota,Motorcycle
DK7618TY,DK,7618,TY,Bali,Bali,Bus
P1192TZT,P,1192,TZT,Besuki,Besuki,Private Car
B9936EUA,B,9936,EUA,Jadetabek,Depok,Truck/Commercial
E765GBX,E,765,GBX,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
E8233CYQ,E,8233,CYQ,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
Z7931RL,Z,7931,RL,Tasikmalaya,Tasikmalaya,Bus
AE9178YK,AE,9178,YK,Madiun,Madiun,Truck/Commercial
KB3611MUN,KB,3611,MUN,Kalbar,Kalbar,Motorcycle
B1625CXH,B,1625,CXH,Jadetabek,Tangerang Kota,Private Car
AG4439CE,AG,4439,CE,Kediri,Kediri,Motorcycle
D8106JG,D,8106,JG,Bandung Raya,Bandung Raya,Truck/Commercial
AD3794RS,AD,3794,RS,Surakarta,Surakarta,Motorcycle
DB4278CW,DB,4278,CW,Sulut,Sulut,Motorcycle
S503MX,S,503,MX,Bojonegoro,Bojonegoro,Private Car
AD5625DTO,AD,5625,DTO,Surakarta,Surakarta,Motorcycle
AE1006TXN,AE,1006,TXN,Madiun,Madiun,Private Car
AD1069KN,AD,1069,KN,Surakarta,Surakarta,Private Car
B673KCK,B,673,KCK,Jadetabek,Bekasi Kota,Private Car
DK7983VSL,DK,7983,VSL,Bali,Bali,Bus
B5158KB,B,5158,KB,Jadetabek,Bekasi Kota,Motorcycle
M6156GO,M,6156,GO,Madura,Madura,Motorcycle
T1576BEQ,T,1576,BEQ,Karawang/Purwakarta,Karawang/Purwakarta,Private Car
B1972EX,B,1972,EX,Jadetabek,Depok,Private Car
B8330BA,B,8330,BA,Jadetabek,Jakarta Barat,Truck/Commercial
E897MZI,E,897,MZI,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
AG4600JCS,AG,4600,JCS,Kediri,Kediri,Motorcycle
B1759CD,B,1759,CD,Jadetabek,Tangerang Kota,Private Car
KB918BZ,KB,918,BZ,Kalbar,Kalbar,Private Car
DA9097ZIY,DA,9097,ZIY,Kalsel,Kalsel,Truck/Commercial
B7226KVP,B,7226,KVP,Jadetabek,Bekasi Kota,Bus
B6597TFZ,B,6597,TFZ,Jadetabek,Jakarta Timur,Motorcycle
N7724BP,N,7724,BP,Malang,Malang,Bus
N1246LY,N,1246,LY,Malang,Malang,Private Car
B3697CBH,B,3697,CBH,Jadetabek,Tangerang Kota,Motorcycle
B1720FOR,B,1720,FOR,Jadetabek,Bekasi Kab,Private Car
B1793CK,B,1793,CK,Jadetabek,Tangerang Kota,Private Car
B8630PT,B,8630,PT,Jadetabek,Jakarta Pusat,Truck/Commercial
B7765PZW,B,7765,PZW,Jadetabek,Jakarta Pusat,Bus
G1936JQ,G,1936,JQ,Pekalongan,Pekalongan,Private Car
B7148UYY,B,7148,UYY,Jadetabek,Jakarta Utara,Bus
E1785DC,E,1785,DC,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
A1029CH,A,1029,CH,Banten,Banten,Private Car
AE7866KB,AE,7866,KB,Madiun,Madiun,Bus
D9235QRU,D,9235,QRU,Bandung Raya,Bandung Raya,Truck/Commercial
B2762TW,B,2762,TW,Jadetabek,Jakarta Timur,Motorcycle
K8836JC,K,8836,JC,Pati,Pati,Truck/Commercial
DK7096MZW,DK,7096,MZW,Bali,Bali,Bus
N912WRE,N,912,WRE,Malang,Malang,Private Car
L7155VW,L,7155,VW,Surabaya,Surabaya,Bus
B1182TB,B,1182,TB,Jadetabek,Jakarta Timur,Private Car
B2162FV,B,2162,FV,Jadetabek,Bekasi Kab,Motorcycle
D1241ISH,D,1241,ISH,Bandung Raya,Bandung Raya,Private Car
AG7730HM,AG,7730,HM,Kediri,Kediri,Bus
T1069GEA,T,1069,GEA,Karawang/Purwakarta,Karawang/Purwakarta,Private Car
P3424DG,P,3424,DG,Besuki,Besuki,Motorcycle
R1756TC,R,1756,TC,Banyumas,Banyumas,Private Car
AB2534HNT,AB,2534,HNT,Yogyakarta,Yogyakarta,Motorcycle
F8118ZJB,F,8118,ZJB,Bogor/Sukabumi,Bogor/Sukabumi,Truck/Commercial
B8908KF,B,8908,KF,Jadetabek,Bekasi Kota,Truck/Commercial
B8613KS,B,8613,KS,Jadetabek,Bekasi Kota,Truck/Commercial
B7187BL,B,7187,BL,Jadetabek,Jakarta Barat,Bus
M739SQ,M,739,SQ,Madura,Madura,Private Car
AG9185NQ,AG,9185,NQ,Kediri,Kediri,Truck/Commercial
Z4022RI,Z,4022,RI,Tasikmalaya,Tasikmalaya,Motorcycle
K250WU,K,250,WU,Pati,Pati,Private Car
P7752OES,P,7752,OES,Besuki,Besuki,Bus
KB7703UNU,KB,7703,UNU,Kalbar,Kalbar,Bus
B8943CJ,B,8943,CJ,Jadetabek,Tangerang Kota,Truck/Commercial
Z2357CV,Z,2357,CV,Tasikmalaya,Tasikmalaya,Motorcycle
E8111MM,E,8111,MM,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
B7165KVS,B,7165,KVS,Jadetabek,Bekasi Kota,Bus
DK7365VC,DK,7365,VC,Bali,Bali,Bus
B9711SOY,B,9711,SOY,Jadetabek,Jakarta Selatan,Truck/Commercial
DK3069RA,DK,3069,RA,Bali,Bali,Motorcycle
B5974UL,B,5974,UL,Jadetabek,Jakarta Utara,Motorcycle
S3035DLY,S,3035,DLY,Bojonegoro,Bojonegoro,Motorcycle
N9609CXV,N,9609,CXV,Malang,Malang,Truck/Commercial
B641KS,B,641,KS,Jadetabek,Bekasi Kota,Private Car
B7077CK,B,7077,CK,Jadetabek,Tangerang Kota,Bus
R7803NK,R,7803,NK,Banyumas,Banyumas,Bus
B9387CTD,B,9387,CTD,Jadetabek,Tangerang Kota,Truck/Commercial
KB2076IEI,KB,2076,IEI,Kalbar,Kalbar,Motorcycle
T9522MG,T,9522,MG,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
B6487TMA,B,6487,TMA,Jadetabek,Jakarta Timur,Motorcycle
E9557JFO,E,9557,JFO,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
K205HQ,K,205,HQ,Pati,Pati,Private Car
B8981WCI,B,8981,WCI,Jadetabek,Tangsel,Truck/Commercial
B2538TUN,B,2538,TUN,Jadetabek,Jakarta Timur,Motorcycle
B5074PQD,B,5074,PQD,Jadetabek,Jakarta Pusat,Motorcycle
AB7476RW,AB,7476,RW,Yogyakarta,Yogyakarta,Bus
A702SG,A,702,SG,Banten,Banten,Private Car
B4911FXI,B,4911,FXI,Jadetabek,Bekasi Kab,Motorcycle
B7879CT,B,7879,CT,Jadetabek,Tangerang Kota,Bus
AE318QCU,AE,318,QCU,Madiun,Madiun,Private Car
R788HH,R,788,HH,Banyumas,Banyumas,Private Car
B7101ZVL,B,7101,ZVL,Jadetabek,Depok,Bus
B1735WNB,B,1735,WNB,Jadetabek,Tangsel,Private Car
AG9143VP,AG,9143,VP,Kediri,Kediri,Truck/Commercial
AE9322CBL,AE,9322,CBL,Madiun,Madiun,Truck/Commercial
AB7844LZ,AB,7844,LZ,Yogyakarta,Yogyakarta,Bus
DK7837YST,DK,7837,YST,Bali,Bali,Bus
L8445CJP,L,8445,CJP,Surabaya,Surabaya,Truck/Commercial
KB7862RED,KB,7862,RED,Kalbar,Kalbar,Bus
D1298EF,D,1298,EF,Bandung Raya,Bandung Raya,Private Car
M8189OQX,M,8189,OQX,Madura,Madura,Truck/Commercial
B49BA,B,49,BA,Jadetabek,Jakarta Barat,Private Car
KB7066LM,KB,7066,LM,Kalbar,Kalbar,Bus
DK1650UF,DK,1650,UF,Bali,Bali,Private Car
W7008TEI,W,7008,TEI,Sidoarjo,Sidoarjo,Bus
AB596IRY,AB,596,IRY,Yogyakarta,Yogyakarta,Private Car
B8673FXU,B,8673,FXU,Jadetabek,Bekasi Kab,Truck/Commercial
DA1526HT,DA,1526,HT,Kalsel,Kalsel,Private Car
B5683CA,B,5683,CA,Jadetabek,Tangerang Kota,Motorcycle
S8239RG,S,8239,RG,Bojonegoro,Bojonegoro,Truck/Commercial
AE9916GCE,AE,9916,GCE,Madiun,Madiun,Truck/Commercial
DD7135NBP,DD,7135,NBP,Sulsel,Sulsel,Bus
B9356TVL,B,9356,TVL,Jadetabek,Jakarta Timur,Truck/Commercial
AG1038VVQ,AG,1038,VVQ,Kediri,Kediri,Private Car
AE8384PP,AE,8384,PP,Madiun,Madiun,Truck/Commercial
AD1374KCL,AD,1374,KCL,Surakarta,Surakarta,Private Car
R9966JF,R,9966,JF,Banyumas,Banyumas,Truck/Commercial
W7870HM,W,7870,HM,Sidoarjo,Sidoarjo,Bus
B3409CO,B,3409,CO,Jadetabek,Tangerang Kota,Motorcycle
DD9048EDJ,DD,9048,EDJ,Sulsel,Sulsel,Truck/Commercial
S7934RTN,S,7934,RTN,Bojonegoro,Bojonegoro,Bus
DD102QEX,DD,102,QEX,Sulsel,Sulsel,Private Car
E2001YYB,E,2001,YYB,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
M2668ZRZ,M,2668,ZRZ,Madura,Madura,Motorcycle
B5474CK,B,5474,CK,Jadetabek,Tangerang Kota,Motorcycle
T1654NUG,T,1654,NUG,Karawang/Purwakarta,Karawang/Purwakarta,Private Car
B7948EFQ,B,7948,EFQ,Jadetabek,Depok,Bus
L7069BQT,L,7069,BQT,Surabaya,Surabaya,Bus
AD7746CQV,AD,7746,CQV,Surakarta,Surakarta,Bus
T7710BB,T,7710,BB,Karawang/Purwakarta,Karawang/Purwakarta,Bus
H2100RX,H,2100,RX,Semarang,Semarang,Motorcycle
Z1035KNF,Z,1035,KNF,Tasikmalaya,Tasikmalaya,Private Car
K9965AXO,K,9965,AXO,Pati,Pati,Truck/Commercial
F4102KFB,F,4102,KFB,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
AB2584XN,AB,2584,XN,Yogyakarta,Yogyakarta,Motorcycle
B1232WCM,B,1232,WCM,Jadetabek,Tangsel,Private Car
M2633JR,M,2633,JR,Madura,Madura,Motorcycle
AA7681QI,AA,7681,QI,Kedu,Kedu,Bus
B2922PS,B,2922,PS,Jadetabek,Jakarta Pusat,Motorcycle
W7080YJX,W,7080,YJX,Sidoarjo,Sidoarjo,Bus
E5666BVC,E,5666,BVC,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
B7848TAF,B,7848,TAF,Jadetabek,Jakarta Timur,Bus
B4582FD,B,4582,FD,Jadetabek,Bekasi Kab,Motorcycle
H5799WH,H,5799,WH,Semarang,Semarang,Motorcycle
B9716CJK,B,9716,CJK,Jadetabek,Tangerang Kota,Truck/Commercial
P9101CLS,P,9101,CLS,Besuki,Besuki,Truck/Commercial
AG5762JD,AG,5762,JD,Kediri,Kediri,Motorcycle
T6722IZM,T,6722,IZM,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
B7792TL,B,7792,TL,Jadetabek,Jakarta Timur,Bus
S6216NKC,S,6216,NKC,Bojonegoro,Bojonegoro,Motorcycle
B4794TX,B,4794,TX,Jadetabek,Jakarta Timur,Motorcycle
DB1677RYR,DB,1677,RYR,Sulut,Sulut,Private Car
AG1849RE,AG,1849,RE,Kediri,Kediri,Private Car
B318KA,B,318,KA,Jadetabek,Bekasi Kota,Private Car
W4222FMC,W,4222,FMC,Sidoarjo,Sidoarjo,Motorcycle
B849BV,B,849,BV,Jadetabek,Jakarta Barat,Private Car
AD7306YW,AD,7306,YW,Surakarta,Surakarta,Bus
P1046AB,P,1046,AB,Besuki,Besuki,Private Car
L3487MX,L,3487,MX,Surabaya,Surabaya,Motorcycle
B8657KI,B,8657,KI,Jadetabek,Bekasi Kota,Truck/Commercial
KB411GJ,KB,411,GJ,Kalbar,Kalbar,Private Car
B8480BXL,B,8480,BXL,Jadetabek,Jakarta Barat,Truck/Commercial
B5457PA,B,5457,PA,Jadetabek,Jakarta Pusat,Motorcycle
S7187MMF,S,7187,MMF,Bojonegoro,Bojonegoro,Bus
AA7067SU,AA,7067,SU,Kedu,Kedu,Bus
DB9689DA,DB,9689,DA,Sulut,Sulut,Truck/Commercial
R7764TZG,R,7764,TZG,Banyumas,Banyumas,Bus
M1272PY,M,1272,PY,Madura,Madura,Private Car
Z8069CF,Z,8069,CF,Tasikmalaya,Tasikmalaya,Truck/Commercial
AE1512SS,AE,1512,SS,Madiun,Madiun,Private Car
M6150UYD,M,6150,UYD,Madura,Madura,Motorcycle
Z3196CBG,Z,3196,CBG,Tasikmalaya,Tasikmalaya,Motorcycle
L7627JDL,L,7627,JDL,Surabaya,Surabaya,Bus
H7461XW,H,7461,XW,Semarang,Semarang,Bus
B1665EXU,B,1665,EXU,Jadetabek,Depok,Private Car
L7789PL,L,7789,PL,Surabaya,Surabaya,Bus
R5690KX,R,5690,KX,Banyumas,Banyumas,Motorcycle
D8476TYH,D,8476,TYH,Bandung Raya,Bandung Raya,Truck/Commercial
DB7868FDG,DB,7868,FDG,Sulut,Sulut,Bus
B7702CO,B,7702,CO,Jadetabek,Tangerang Kota,Bus
A1760OHY,A,1760,OHY,Banten,Banten,Private Car
R260YX,R,260,YX,Banyumas,Banyumas,Private Car
B1976UK,B,1976,UK,Jadetabek,Jakarta Utara,Private Car
B770CPQ,B,770,CPQ,Jadetabek,Tangerang Kota,Private Car
AA1718AXD,AA,1718,AXD,Kedu,Kedu,Private Car
B9014UPS,B,9014,UPS,Jadetabek,Jakarta Utara,Truck/Commercial
N4459FFD,N,4459,FFD,Malang,Malang,Motorcycle
Z8537ZNX,Z,8537,ZNX,Tasikmalaya,Tasikmalaya,Truck/Commercial
H8892YG,H,8892,YG,Semarang,Semarang,Truck/Commercial
AA748YA,AA,748,YA,Kedu,Kedu,Private Car
F7617AC,F,7617,AC,Bogor/Sukabumi,Bogor/Sukabumi,Bus
D473TU,D,473,TU,Bandung Raya,Bandung Raya,Private Car
T3475FXB,T,3475,FXB,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
H7275KQ,H,7275,KQ,Semarang,Semarang,Bus
KB83KJ,KB,83,KJ,Kalbar,Kalbar,Private Car
M7128NM,M,7128,NM,Madura,Madura,Bus
P7457ZRP,P,7457,ZRP,Besuki,Besuki,Bus
B927FXB,B,927,FXB,Jadetabek,Bekasi Kab,Private Car
M8867AEN,M,8867,AEN,Madura,Madura,Truck/Commercial
DB2154HXW,DB,2154,HXW,Sulut,Sulut,Motorcycle
D6004YH,D,6004,YH,Bandung Raya,Bandung Raya,Motorcycle
AA1564LC,AA,1564,LC,Kedu,Kedu,Private Car
DK7037GD,DK,7037,GD,Bali,Bali,Bus
P8507FN,P,8507,FN,Besuki,Besuki,Truck/Commercial
DK596KX,DK,596,KX,Bali,Bali,Private Car
B4736WDS,B,4736,WDS,Jadetabek,Tangsel,Motorcycle
L8363MH,L,8363,MH,Surabaya,Surabaya,Truck/Commercial
T7258SV,T,7258,SV,Karawang/Purwakarta,Karawang/Purwakarta,Bus
B1500ZN,B,1500,ZN,Jadetabek,Depok,Private Car
E1541KP,E,1541,KP,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
DB7912IH,DB,7912,IH,Sulut,Sulut,Bus
DB9353ZW,DB,9353,ZW,Sulut,Sulut,Truck/Commercial
DD239ZE,DD,239,ZE,Sulsel,Sulsel,Private Car
P5431GG,P,5431,GG,Besuki,Besuki,Motorcycle
AE328PPU,AE,328,PPU,Madiun,Madiun,Private Car
K7129NOR,K,7129,NOR,Pati,Pati,Bus
DD3691MV,DD,3691,MV,Sulsel,Sulsel,Motorcycle
B6966PE,B,6966,PE,Jadetabek,Jakarta Pusat,Motorcycle
B9728BK,B,9728,BK,Jadetabek,Jakarta Barat,Truck/Commercial
N7805SC,N,7805,SC,Malang,Malang,Bus
B1986KY,B,1986,KY,Jadetabek,Bekasi Kota,Private Car
E1101QC,E,1101,QC,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
L7769NB,L,7769,NB,Surabaya,Surabaya,Bus
DB8812LR,DB,8812,LR,Sulut,Sulut,Truck/Commercial
AB7035FCT,AB,7035,FCT,Yogyakarta,Yogyakarta,Bus
AE3908RG,AE,3908,RG,Madiun,Madiun,Motorcycle
E7775IHH,E,7775,IHH,Cirebon/Indramayu,Cirebon/Indramayu,Bus
L7345GYD,L,7345,GYD,Surabaya,Surabaya,Bus
E1303DAT,E,1303,DAT,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
W7945ZNN,W,7945,ZNN,Sidoarjo,Sidoarjo,Bus
DB6034MV,DB,6034,MV,Sulut,Sulut,Motorcycle
Z7508QGH,Z,7508,QGH,Tasikmalaya,Tasikmalaya,Bus
B9264TJK,B,9264,TJK,Jadetabek,Jakarta Timur,Truck/Commercial
M1430ZTE,M,1430,ZTE,Madura,Madura,Private Car
B5904TOR,B,5904,TOR,Jadetabek,Jakarta Timur,Motorcycle
AA7353AJM,AA,7353,AJM,Kedu,Kedu,Bus
AB3163EV,AB,3163,EV,Yogyakarta,Yogyakarta,Motorcycle
S7825MS,S,7825,MS,Bojonegoro,Bojonegoro,Bus
H1885QU,H,1885,QU,Semarang,Semarang,Private Car
A330TYS,A,330,TYS,Banten,Banten,Private Car
KB8349ZU,KB,8349,ZU,Kalbar,Kalbar,Truck/Commercial
M3166WI,M,3166,WI,Madura,Madura,Motorcycle
AA9662NB,AA,9662,NB,Kedu,Kedu,Truck/Commercial
S9666HF,S,9666,HF,Bojonegoro,Bojonegoro,Truck/Commercial
AE9497MZY,AE,9497,MZY,Madiun,Madiun,Truck/Commercial
E4287VN,E,4287,VN,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
B1803TO,B,1803,TO,Jadetabek,Jakarta Timur,Private Car
H1689BV,H,1689,BV,Semarang,Semarang,Private Car
AD9400RR,AD,9400,RR,Surakarta,Surakarta,Truck/Commercial
N7984NV,N,7984,NV,Malang,Malang,Bus
R1089KM,R,1089,KM,Banyumas,Banyumas,Private Car
H7362TTN,H,7362,TTN,Semarang,Semarang,Bus
M6531MS,M,6531,MS,Madura,Madura,Motorcycle
B7285SDN,B,7285,SDN,Jadetabek,Jakarta Selatan,Bus
AB9461WS,AB,9461,WS,Yogyakarta,Yogyakarta,Truck/Commercial
N2349BN,N,2349,BN,Malang,Malang,Motorcycle
B9111ZT,B,9111,ZT,Jadetabek,Depok,Truck/Commercial
B127CW,B,127,CW,Jadetabek,Tangerang Kota,Private Car
S370XNC,S,370,XNC,Bojonegoro,Bojonegoro,Private Car
N3853VI,N,3853,VI,Malang,Malang,Motorcycle
B2589PT,B,2589,PT,Jadetabek,Jakarta Pusat,Motorcycle
M282NE,M,282,NE,Madura,Madura,Private Car
L4156YJF,L,4156,YJF,Surabaya,Surabaya,Motorcycle
G7327SXS,G,7327,SXS,Pekalongan,Pekalongan,Bus
B1003TJ,B,1003,TJ,Jadetabek,Jakarta Timur,Private Car
B7199ZCR,B,7199,ZCR,Jadetabek,Depok,Bus
P3945EZT,P,3945,EZT,Besuki,Besuki,Motorcycle
AB2919UI,AB,2919,UI,Yogyakarta,Yogyakarta,Motorcycle
B7003EO,B,7003,EO,Jadetabek,Depok,Bus
P9925IF,P,9925,IF,Besuki,Besuki,Truck/Commercial
B339PX,B,339,PX,Jadetabek,Jakarta Pusat,Private Car
B2371ENQ,B,2371,ENQ,Jadetabek,Depok,Motorcycle
B139SD,B,139,SD,Jadetabek,Jakarta Selatan,Private Car
B418KFZ,B,418,KFZ,Jadetabek,Bekasi Kota,Private Car
DA9832QX,DA,9832,QX,Kalsel,Kalsel,Truck/Commercial
AG7132XAX,AG,7132,XAX,Kediri,Kediri,Bus
F3301LPV,F,3301,LPV,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
S7614NS,S,7614,NS,Bojonegoro,Bojonegoro,Bus
AB7641GOH,AB,7641,GOH,Yogyakarta,Yogyakarta,Bus
AD4812SDE,AD,4812,SDE,Surakarta,Surakarta,Motorcycle
F7802OK,F,7802,OK,Bogor/Sukabumi,Bogor/Sukabumi,Bus
DA63KO,DA,63,KO,Kalsel,Kalsel,Private Car
B3828FLL,B,3828,FLL,Jadetabek,Bekasi Kab,Motorcycle
